income,age,debt_ratio,employment_years,credit_history_length,past_defaults,default
59305.764605895136,35,0.2720681830280743,35,15,1,1
36626.43924760936,29,0.31748858138073266,6,4,1,1
82856.45629030041,59,0.23576419132419596,6,29,1,1
75038.66065373548,62,0.6747681426585335,31,16,0,1
75820.63894086094,68,0.7160712250032656,7,27,2,1
41812.250904105225,32,0.46986279796742614,11,7,0,1
88055.88621872198,52,0.671269618148014,9,25,0,1
31962.97874415438,45,0.6887483135499564,13,25,1,1
71737.14187600541,59,0.21062042214224688,8,12,0,1
103809.11251619957,38,0.8729424198676294,37,3,0,1
40189.27349738623,35,0.7568255576771449,29,17,2,1
48674.04540794456,52,0.2635867689566588,4,9,0,1
61993.02730175282,26,0.2489320285968562,0,8,1,1
49930.48691767602,64,0.20052891646366622,0,23,0,1
28986.731378677345,63,0.21070285003353473,19,6,1,1
61371.25949612055,55,0.698529439222957,10,15,0,1
38753.92572547791,54,0.4757234055612989,25,10,0,1
69471.84861270363,58,0.7263473381918938,2,23,0,1
41611.51531532394,25,0.6970039154801644,5,27,1,1
90998.68810035079,38,0.5836901708041773,10,25,0,1
44334.93415327526,36,0.6490932852629436,7,6,0,1
53558.76967588649,28,0.11468457950331344,28,15,0,1
76270.3443473934,45,0.3494221174440176,9,14,1,1
35382.7136713209,52,0.6102577434075281,33,26,0,1
64549.19869208259,46,0.10747596278899536,23,19,0,1
86142.85508564857,42,0.12638155494607473,16,13,0,1
27850.335308775448,51,0.7815103859763066,31,14,0,1
63692.677170646086,63,0.6472198893536574,10,3,1,1
65197.65588496847,30,0.3122957864962752,33,4,1,1
75636.45743554621,32,0.6503702720949672,23,26,0,1
35260.985782438365,48,0.7339653353114106,4,29,0,1
33590.867738314475,26,0.345435426488081,28,14,0,1
70438.83131233795,40,0.12882990199934996,33,14,1,1
65939.69346466372,25,0.8462232997501876,15,26,0,1
65009.85700691753,43,0.37614387063650445,24,8,1,1
66928.96418993952,29,0.1851854106277651,36,10,0,1
46399.505568430184,49,0.49348549711451795,7,9,1,1
64645.07394322007,36,0.7147742365313071,28,14,1,1
65861.44946597362,66,0.2773178516940473,24,8,0,1
45712.97163947264,42,0.31559204010669073,22,11,0,1
97315.49022289514,28,0.2941719894388666,33,10,0,0
69476.65841823575,40,0.8933384422653425,2,18,0,1
36173.93005594703,34,0.25792298698443406,29,4,0,1
73131.07217267659,59,0.5604161735728992,33,4,1,1
40506.36659545357,57,0.8402117133255714,31,12,0,1
75741.69207484904,54,0.21751725510222342,28,18,0,1
83171.91158014808,31,0.8766833582941602,8,29,0,1
43586.353632965795,60,0.8579817875164997,1,8,0,1
79267.52258488644,53,0.80765758964661,38,3,0,1
68255.61853872996,51,0.2716452170640018,6,18,0,1
76441.2031998898,64,0.6072440448087867,4,7,0,1
97935.85965307895,54,0.7087131783689922,7,1,1,1
55092.23767994259,27,0.8888223425571438,31,22,0,1
44925.27671285021,69,0.24433905766509634,17,13,0,1
42209.711407489536,43,0.7128207196154371,37,29,1,1
43683.79430069123,66,0.3710409359416904,17,3,1,1
58457.96581171791,27,0.24050117245440186,15,29,0,1
66823.03949633287,45,0.437101552971084,20,3,0,1
65533.815986600384,23,0.7350687297188931,9,15,1,1
76543.66498072048,58,0.4718798429632417,3,21,0,1
60260.03783755814,40,0.5300184801624388,7,19,1,1
89070.68154314633,54,0.896127528160097,18,28,2,1
54706.86333524088,69,0.41928743964594084,39,4,1,1
114403.38333179237,64,0.5923206037673919,39,13,0,0
72513.34695530012,64,0.3921953612922975,8,13,0,1
42856.848871674345,50,0.41422851706296393,29,15,0,1
38582.15003877775,37,0.6565126027563265,16,19,1,1
69649.4483048637,30,0.8503095808759068,39,16,0,1
55530.74429348298,55,0.5338871603938572,14,7,0,1
74280.00988184183,40,0.7147199431590239,3,3,0,1
69464.75249147089,38,0.17136524705357106,5,26,0,1
58543.42174686254,65,0.2689264299455416,15,20,0,1
43064.1256386319,64,0.501705312735626,25,2,0,1
29703.055506282708,47,0.11600937890301984,36,18,0,1
51069.70095865958,69,0.30228398301004705,22,25,0,1
77127.97588646944,56,0.513921031859973,12,11,0,1
64281.87488260408,43,0.11196895860504058,16,1,0,1
35085.22442576024,52,0.31163702898083334,26,16,1,1
63463.61851702364,30,0.5112246555806956,21,17,0,1
67706.34759457674,31,0.5585193983849965,36,16,0,1
42322.851275977344,58,0.8406013544442444,18,10,1,1
63074.50211891056,26,0.6162764986004863,38,17,1,1
61164.17436892,61,0.43178864202399503,34,3,3,1
37140.59404338754,67,0.8442809417064543,12,18,1,1
67155.74720696567,54,0.7279063867102354,13,19,1,1
71215.69052736468,56,0.26000713689019805,30,14,1,1
81661.02486350553,57,0.20467388907905582,1,21,0,1
81076.04104069807,37,0.6406493085941863,38,25,1,1
32446.61264085818,60,0.547906532461587,36,2,0,1
41243.499201697545,60,0.7317388910342045,13,12,0,1
70300.7053441732,32,0.6910440400629492,8,11,1,1
70275.71901824417,41,0.6001692270860121,9,17,0,1
70300.95372612096,60,0.8891057373031138,6,27,0,1
137054.62981309442,39,0.5268717840883269,27,6,0,0
71417.81021386334,23,0.1904846052013759,24,19,0,1
82711.31280361197,38,0.7626188518527907,27,13,0,1
79080.03526986405,39,0.30148268987656723,1,7,0,1
73027.82502611596,67,0.7218417185151347,16,22,0,1
53694.61510719309,26,0.8656856768000412,3,11,1,1
75179.38440986535,36,0.657436411171473,12,7,0,1
44543.495709248564,28,0.5768241287598409,17,13,0,1
55263.62786519982,68,0.46830894054003247,2,13,0,1
50292.72904341793,38,0.3915278927963226,36,21,1,1
61637.482787726454,68,0.38240380077746905,32,1,0,1
106293.17133347018,63,0.6090981645676725,23,19,0,1
22654.696148165036,59,0.7010184935501967,7,19,0,1
73725.20380749027,69,0.6428136555875315,34,23,0,1
27745.682576206967,69,0.2587280809548502,1,15,2,1
50561.36268421133,32,0.495189744114793,32,14,0,1
81779.01193934731,65,0.7333120577464504,11,29,0,1
61285.60038190926,30,0.48056326255124504,21,3,1,1
38445.104441413874,27,0.5292986237883951,12,27,0,1
45693.925814800634,66,0.7169088385366578,9,21,0,1
73591.95497869351,21,0.6290122450120732,16,20,1,1
45392.66736565727,69,0.4274759367059141,4,4,0,1
64329.1717916395,56,0.8163301689553751,8,29,0,1
60911.436798076276,41,0.2300536549307829,12,7,1,1
46967.99304788366,57,0.8964131588722598,22,1,0,1
102878.8817865065,44,0.19508206278098977,29,23,0,0
72678.38044636023,45,0.11195997688339113,3,24,0,1
20000.0,27,0.8120151209190117,20,19,0,1
63729.08629538855,62,0.29596280669276487,8,3,1,1
46764.27070463224,37,0.6837597019573767,6,20,0,1
77048.66669592448,49,0.7488122999456555,15,15,0,1
44149.58523134599,50,0.7871891128256935,22,13,0,1
57705.27117066202,27,0.8932753885313334,22,22,0,1
70099.74557960914,53,0.3352317680319993,30,14,1,1
77315.10388340242,27,0.6681946735418073,4,7,1,1
35994.071858884476,44,0.1923198866246626,5,1,0,1
53309.97528318103,31,0.4254474330854795,0,13,0,1
50501.09377678088,29,0.7783773546500723,27,4,0,1
46933.41534852576,32,0.39412643684728665,17,12,0,1
95309.08480562194,55,0.5728763044284912,23,7,0,1
68099.63421921911,24,0.5030187549797073,12,27,0,1
34782.320913299096,56,0.616761224889636,32,2,0,1
78357.23894109552,48,0.878315511510156,9,17,0,1
102443.12394025267,33,0.1445884212011217,6,1,0,1
80649.30521102293,43,0.5591692140013038,36,26,1,1
29612.60068091973,39,0.7904230234002279,31,14,0,1
50315.31854267497,62,0.48510616939874207,21,22,0,1
85338.22298373246,57,0.16282174875325828,15,28,1,1
45846.61068762439,59,0.5484314819334167,23,21,1,1
68876.38856292456,44,0.3656591126590564,13,1,0,1
75492.68106858674,36,0.22395342827034873,10,26,0,1
41461.39056843834,53,0.7792276106267785,18,3,3,1
58809.492878763995,32,0.5172796103928973,22,11,1,1
20000.0,54,0.8466211299032533,33,7,0,1
39512.2471733142,27,0.7448132036824553,39,28,0,1
54948.636972136796,31,0.6543774350189339,12,25,0,1
35044.33636070301,51,0.10402040269224955,38,29,1,1
92648.22607863271,49,0.44225876531059993,27,9,0,1
31397.172440787348,33,0.2579890253216258,39,22,0,1
51199.11026606032,51,0.8286383288390943,15,3,0,1
62614.81154572183,22,0.23966718774108822,27,1,0,1
88825.4657813223,59,0.3288480413274284,3,19,1,1
31282.756976411212,35,0.5134694141875994,27,26,0,1
83263.27504309919,31,0.3106908951984634,11,2,0,1
60204.66122039174,54,0.26789174182329695,15,27,0,1
40369.82697904098,59,0.579279460082202,35,21,0,1
69242.06948526541,24,0.17114361820401908,19,24,0,1
63981.1939114694,31,0.1465342069767398,25,5,0,1
47995.66245682411,49,0.3977962361488572,25,17,0,1
61396.04169980038,22,0.6765315636062899,21,19,0,1
52293.7280627648,36,0.5438454066191584,8,28,0,1
62270.34690502496,59,0.4383011747734231,4,5,2,1
73242.61349042093,33,0.552601251379666,16,23,0,1
91720.33632290704,57,0.39236118772261885,33,21,0,1
35243.690023463016,37,0.8489170683456904,1,14,1,1
102660.66749312534,41,0.14392391272861949,6,10,1,1
20958.244009549962,64,0.6387131832238682,35,21,0,1
56964.29809928833,39,0.8130261318622004,12,7,0,1
71766.34412969153,27,0.7431077669882028,19,29,0,1
65619.83735470065,58,0.2472328278571574,29,8,0,1
47546.00960358812,28,0.3367410791842307,29,8,0,1
55837.55499285449,33,0.6736383509656838,10,7,1,1
50139.98130682334,57,0.16741644734461242,30,13,0,1
48212.704861115766,22,0.7494893598660672,2,14,0,1
76992.04194042049,61,0.6751255556838323,1,19,0,1
67140.30971930095,31,0.683685319388274,2,11,0,1
46141.80809478692,44,0.18019309621407312,14,2,0,1
77991.99750866502,26,0.6742084358529847,16,17,0,1
66145.99041753219,46,0.643854500175976,6,6,0,1
76257.2423767792,27,0.7647379926574804,4,29,0,1
72592.57683847225,59,0.1332767650051756,33,9,2,1
43420.09978155856,39,0.11848853477423377,32,19,0,1
48796.37919606061,26,0.3984056799028486,15,5,1,1
74945.87210246523,63,0.2190306270793223,36,9,0,1
72207.4053086693,49,0.5467075820561775,2,25,0,1
59581.968120717036,63,0.8338791212053991,20,7,0,1
62346.54766617564,59,0.4131837842672126,7,4,0,1
85553.29791576849,22,0.7759603018180833,21,27,1,1
48168.5722232834,39,0.10019269961429318,4,18,1,1
70941.94762340076,24,0.23481171476734738,16,18,0,1
55956.14695132212,26,0.1243388317232685,36,20,2,1
55646.375935455595,69,0.362517744412055,13,17,0,1
81975.5370397438,57,0.8265516765572023,38,4,0,1
76508.3269797606,48,0.1775616988791902,27,28,0,1
76270.19272001277,50,0.5851278213950403,30,27,0,1
86109.57614308658,27,0.4611967512955554,16,22,0,1
60420.076832655184,29,0.85077456989265,34,16,0,1
73639.05942589928,45,0.1980153140296751,39,22,0,1
53794.66486813088,53,0.26962228040178315,21,23,0,1
66483.32704976884,21,0.12363357488919463,28,5,0,1
57397.13891264631,26,0.447148199705099,9,9,0,1
61939.919299854366,38,0.3222663196517235,17,2,2,1
71903.14050873827,30,0.7959247471122567,34,2,0,1
43635.58633533055,48,0.5839526505582041,15,4,0,1
101847.7455137092,31,0.5912725903805613,6,20,1,1
39879.65237000596,53,0.525528557505042,29,20,0,1
35716.227744245356,21,0.17348026978336079,18,17,1,1
83162.21747000136,33,0.4560149469802842,22,20,0,1
75833.25387925871,57,0.8996041517668133,7,28,0,1
72482.3963410431,40,0.7681834326768119,16,21,0,1
72566.9101852856,21,0.8147672433336928,20,25,0,1
59755.06454306171,23,0.7585810873971995,25,19,1,1
42054.91257028337,38,0.18243335474478617,27,3,0,1
61516.091163874524,61,0.28195860325183975,38,5,0,1
46456.76576975777,34,0.10249732108512771,32,10,1,1
79502.39466835503,51,0.34280809990248917,39,6,0,1
57058.852369957225,47,0.18688592187719408,18,3,0,1
43490.05606414977,37,0.4782346762412665,28,17,0,1
53572.283166940135,66,0.6417019908591215,19,10,0,1
68258.62908551248,49,0.7996042360304617,19,24,0,1
48725.508943920504,56,0.6993737320727186,9,12,0,1
43555.59208867137,57,0.8508684766228042,11,1,1,1
64873.744229838245,46,0.14311863231503105,32,18,0,1
64899.33142217446,37,0.10974386833323316,24,19,0,1
49861.1364925774,42,0.6290704910689702,24,22,0,1
50579.23388763354,45,0.331481928177797,3,20,0,1
64640.99874715273,22,0.3028008128846185,3,4,0,1
31038.313170053516,42,0.3647096701550354,8,15,0,1
31850.724512468896,25,0.3158368463138913,14,9,1,1
45631.11557495128,24,0.5091491250412699,25,6,0,1
55731.056965763055,56,0.452118757779306,14,12,0,1
66218.15131196009,26,0.509942841101325,25,18,0,1
89507.12433899104,41,0.6381708892003489,27,23,0,1
77153.19246404039,33,0.4097044071769187,6,15,0,1
56801.229400731456,57,0.30104614971372545,31,29,0,1
59619.67584194622,45,0.23296042944699638,11,19,0,1
39949.41270724383,46,0.3795792956261005,34,9,1,1
59629.7372801522,59,0.6934451801969377,31,22,1,1
54226.82722159723,40,0.7053639280891757,8,24,1,1
66454.37120676179,53,0.6335243093473683,13,13,1,1
43455.38112895354,34,0.28722254024549965,12,16,0,1
70386.93028482345,56,0.5704689966837582,32,13,0,1
90654.77826005155,37,0.5565517292614784,31,1,0,1
57824.79703086285,41,0.48741295848778043,18,18,0,1
68034.23444197883,66,0.5399831891070914,29,22,0,1
73802.87983422226,36,0.4934325060989345,15,3,0,1
51975.59056228327,66,0.5523650928592866,11,17,0,1
64481.84963620834,36,0.672404763696903,9,22,0,1
60251.8480156359,40,0.1877025555227518,1,5,1,1
61953.52197097663,49,0.699700601719219,17,29,0,1
44539.80432289067,48,0.20870892010207537,12,25,0,1
60490.203485178856,28,0.15330239872829976,28,6,1,1
69959.965824909,44,0.8808637489771741,23,21,0,1
89022.87215590084,23,0.8655934150963532,37,17,1,1
79185.41652170414,45,0.14834923595245125,11,17,0,1
103063.64915023113,39,0.4546027531799698,28,27,0,1
44653.048742239014,53,0.2489959506398198,21,1,0,1
77446.41273441356,22,0.48827591770753453,35,7,0,1
63666.84011476704,35,0.7641417943996699,0,22,0,1
103796.05866435345,42,0.8604894197943123,39,16,0,1
43834.03429289697,30,0.6074021227612298,33,5,0,1
43205.56315638448,38,0.38312453376945366,33,16,0,1
48012.14709111956,42,0.5826604525156788,32,4,0,1
20000.0,66,0.34960104488676025,3,11,0,1
49484.899566384775,69,0.8278589126656483,37,14,0,1
44817.34676892604,47,0.7963203704846696,29,29,1,1
63007.87572952415,33,0.5465854002237288,19,13,0,1
66835.11951554319,53,0.35983913230428843,25,27,0,1
97523.41678431773,25,0.3347117404663827,14,24,0,1
79008.476763721,46,0.12673439576404757,6,27,1,1
48461.92688675194,33,0.7526566808202362,6,8,0,1
42031.70657303284,47,0.4603065704312064,28,21,0,1
69838.38343013011,34,0.3601063427202116,22,20,1,1
33595.335859587154,44,0.47688828399820316,33,15,0,1
96629.17531708707,23,0.7549903923637217,19,18,0,1
83588.80241442574,67,0.19969136616601696,14,7,0,1
50616.4869579059,69,0.7861247905934619,32,21,0,1
25737.30941818245,50,0.8180070680866832,16,19,0,1
87077.44748330826,55,0.8573663320271105,19,25,0,1
57709.20309494764,68,0.4179903939381022,12,9,1,1
84756.32623946923,34,0.2737123232301375,23,11,0,1
28111.44682411266,32,0.3989126547733588,36,27,1,1
48012.499540924546,48,0.36632967698512264,6,10,1,1
60104.87399436366,64,0.24092313000228804,7,14,0,1
60939.61187529484,49,0.5858133360811904,22,16,0,1
50998.69057041513,63,0.48129932840690315,13,27,0,1
72456.99864694997,37,0.792560793859203,3,8,1,1
38647.59141234811,60,0.1256876643856466,20,1,0,1
57152.41029957413,69,0.6150943420441011,9,12,0,1
62405.912634237975,41,0.710359102809249,21,3,1,1
70288.77668117498,43,0.7075892553506457,29,2,1,1
74232.2975617778,40,0.8088591736764201,29,16,0,1
37507.15816324262,31,0.6832269942635952,15,4,0,1
29317.716585287555,54,0.8422480493181571,10,2,0,1
85553.53643797018,30,0.36612527985671317,21,12,0,1
66646.28023959184,30,0.5025675334012345,28,27,0,1
45030.26926886893,63,0.11126373062631255,24,24,0,1
91023.03951045046,26,0.10556606984263298,13,17,1,1
62313.49268585717,56,0.29210129636121596,13,20,1,1
83585.94368127652,44,0.18064575771126823,1,21,0,1
61350.36962820218,32,0.3081690943486029,12,10,0,1
101214.95849763975,63,0.24163463562271792,2,20,0,1
95106.81684886408,43,0.1228160198709186,29,8,0,0
55020.71703041853,47,0.8274433171248395,17,18,0,1
79431.4190190871,65,0.10657850511111322,35,25,1,1
72907.51899170295,57,0.6888657154696683,20,18,0,1
87372.63115064698,26,0.22171830953561322,18,18,1,1
40701.53078839791,21,0.8297836975996801,15,29,1,1
73721.02919996879,26,0.8142367516719087,27,2,1,1
81168.48973699176,42,0.6231209170954058,3,12,1,1
24825.21027153771,61,0.6377873198404841,14,10,0,1
36334.829746684496,44,0.10427131357575084,0,8,0,1
20000.0,45,0.8878972528908816,15,19,0,1
54611.86331110884,35,0.8022660828606515,19,10,0,1
74350.84511591925,46,0.8160849805840736,32,11,1,1
90047.14104192056,28,0.6273956296406975,16,14,0,1
61481.895608395505,44,0.37582954292362925,4,26,0,1
92572.31091142584,68,0.8149189192723847,4,15,0,1
32397.970835702174,58,0.3332135425209539,38,24,0,1
25932.35121289691,26,0.5501692346737623,12,23,0,1
58889.046022067625,55,0.17978477787510594,35,10,0,1
67681.30897878614,62,0.8375645041062002,29,4,1,1
59346.10503811814,21,0.21261636621697066,3,7,2,1
20000.0,66,0.2799174445843258,22,11,1,1
58217.59920974423,56,0.546507326502572,20,24,0,1
33910.609989902936,32,0.7112744001703852,20,22,0,1
73393.45097660077,58,0.5954810447490392,5,22,0,1
67331.96492193696,31,0.28570713024012495,23,3,1,1
41202.40427345289,32,0.10075443402199227,30,5,0,1
49722.66165326613,62,0.7057204642459514,18,26,0,1
38815.729562220964,59,0.888165860728875,37,2,0,1
58746.41805453656,27,0.7479304962448724,11,12,1,1
79102.84641002477,31,0.4681652945252923,13,21,0,1
40285.47907328913,56,0.8230138091192852,11,5,0,1
70080.93031035688,51,0.42787813849468004,14,7,0,1
49394.84763255119,53,0.519947267394774,18,4,0,1
44142.543354753114,33,0.4817038139165466,27,11,0,1
57859.39280090884,38,0.45809909813242,39,22,0,1
39295.153551612515,61,0.7201526154351247,4,9,1,1
48927.013893056355,44,0.5214151258155936,4,4,3,1
36042.44214822303,29,0.3533736976201729,5,27,2,1
99294.50265832778,51,0.30652653412678266,22,22,0,1
60705.27103943457,61,0.13019785357394673,2,29,0,1
46005.489840148286,30,0.5665561295064369,36,28,1,1
64279.59821468444,22,0.2839691323208274,32,9,0,1
57753.439006183406,58,0.21850713761310647,20,26,0,1
55580.60800933554,35,0.6230639710621422,19,12,1,1
72283.3340008685,23,0.644967406257239,0,16,1,1
75150.1542009461,63,0.7017239138061327,38,1,0,1
49389.97704778945,51,0.5028615170708732,16,8,0,1
48483.635187106396,26,0.8152436841631093,28,1,0,1
54498.96605696712,23,0.8490742027185822,7,20,0,1
20000.0,31,0.7458967518339915,25,19,0,1
29696.178756028956,35,0.6084747856065498,27,4,0,1
87337.48534889049,65,0.342976762872951,33,14,0,1
92899.35427002568,48,0.886355937296177,25,23,0,1
55019.27920887243,30,0.3193089337535507,12,29,0,1
71531.13926111533,58,0.26212553759234486,36,14,0,1
66225.00309087073,67,0.45372329102926623,12,9,0,1
121577.61616910476,27,0.14547245656991079,37,9,0,0
82391.49822869153,35,0.8827955717374326,24,26,1,1
57441.648170384666,38,0.5707468451331399,22,17,0,1
40889.191187991484,38,0.5455616733313402,21,15,0,1
27871.07359484855,61,0.6246370239197759,20,10,0,1
64069.27271734446,44,0.4976189182217653,29,17,0,1
44872.98509431393,22,0.12565081367563327,10,9,0,1
31554.925808046515,60,0.5898490310723175,3,4,0,1
47068.54231514947,40,0.6729391015651445,32,28,0,1
38369.0399277121,54,0.4333992484992425,11,29,0,1
93742.83270145129,63,0.7058364576569544,8,14,0,1
77632.79513898901,46,0.2816010394707365,31,3,0,1
59840.547173667655,27,0.2770212728529472,10,29,0,1
89598.88277780052,58,0.22913359015005919,36,25,1,1
61547.36615295237,50,0.39759580783132953,23,21,1,1
42774.31597343473,62,0.7776096283112669,6,12,1,1
90462.48154539315,25,0.7623296497192514,7,22,0,1
70778.20087369317,31,0.40625936637080307,32,1,0,1
39255.07691347087,21,0.5712949887841893,24,1,0,1
56193.22643832784,54,0.6766530531799325,0,13,0,1
42487.634932304856,21,0.2929654197024184,2,14,0,1
32344.00538071328,39,0.23451286871579768,39,16,0,1
78523.55095063282,22,0.8776767945698488,27,7,0,1
98188.33280940261,41,0.5940458505676948,32,10,0,1
32028.648523617176,40,0.8851325774669311,0,15,0,1
71259.38473381141,43,0.3702047897057833,37,8,0,1
46987.14861756346,41,0.6624253599793052,26,11,0,1
50257.49232470608,44,0.27808290923299017,37,24,0,1
48152.121515222614,24,0.3089601370191304,34,14,2,1
42720.18460640368,32,0.5095216970156992,9,13,0,1
60970.43255889654,42,0.355694500406457,11,23,0,1
43380.997671779245,40,0.2340972510724676,9,13,0,1
65409.13651559678,38,0.3103045615914608,33,27,1,1
58995.23781101726,21,0.12859871557269173,23,9,0,1
55221.03906267181,50,0.6635388971819893,27,17,0,1
41848.72675916804,53,0.4936933256686893,21,18,2,1
48464.57338863335,44,0.1753944531236205,15,29,0,1
75107.82451651512,34,0.23735519450279297,12,19,0,1
70018.34375248762,56,0.18202763049011522,35,13,1,1
40448.89510402898,25,0.5900742466207012,35,12,0,1
